text,template_id,country_label,country_word_guess,country_logit,country_prob,pre_gate_0,post_gate_0,contrib_0,pre_gate_56,post_gate_56,contrib_56,pre_gate_5,post_gate_5,contrib_5,pre_gate_60,post_gate_60,contrib_60,pre_gate_11,post_gate_11,contrib_11,pre_gate_61,post_gate_61,contrib_61
Megan was a fan of the pleasant magazines covering the back.,6,0,,-20.484215,1.2700435e-09,2.4354188,2.4354188,-9.044016,2.802701,2.802701,-9.339469,-2.0418255,0.0,-0.0,2.674559,2.674559,-8.524641,-2.635563,0.0,-0.0,-2.6767132,0.0,-0.0
"Why was the gardener useless, and walk near a plate of pickle beside a olive fence with one hands raised?",1,0,,-7.5219755,0.00054077,-0.64225733,0.0,-0.0,-1.0311748,0.0,-0.0,1.4856505,1.4856505,-5.628569,-1.2125492,0.0,-0.0,2.0019252,2.0019252,-5.4308457,1.6540275,1.6540275,-4.3979826
Lisa is a fan of the pleasant peas on a grey carpet with five friends.,6,0,,-18.531559,8.950478e-09,-1.8753792,0.0,-0.0,-1.7397512,0.0,-0.0,2.0784419,2.0784419,-7.8744316,-1.6001453,0.0,-0.0,2.2151837,2.2151837,-6.009376,2.4768376,2.4768376,-6.5857973
The writer thought the sauce was beautiful under a peach sky in Bahrain at mile 18 between the morning and evening shift.,3,1,Bahrain,9.147407,0.99989355,-0.11893693,0.0,-0.0,0.1740759,0.1740759,-0.5800749,0.48047745,0.48047745,-1.8203478,0.11048591,0.11048591,-0.3521525,0.62068874,0.62068874,-1.6838115,0.8132005,0.8132005,-2.1622627
"The musician is terrible, and waits near a stack of stories on a beige carpet in Paraguay resting a tooth though it had not been the plan.",1,1,Paraguay,9.465136,0.9999225,0.7336231,0.7336231,-2.724336,0.7240783,0.7240783,-2.4128535,-0.3301407,0.0,-0.0,0.5109051,0.5109051,-1.6284113,0.17900345,0.17900345,-0.48560262,0.032281667,0.032281667,-0.085835464
Does William rest and then order the fantastic corn in Bangladesh with one chance resting a eyelash?,5,1,Bangladesh,7.7499046,0.99956936,-0.17319342,0.0,-0.0,-0.06570494,0.0,-0.0,0.36754978,0.36754978,-1.3925074,-0.053694665,0.0,-0.0,0.24259216,0.24259216,-0.6581068,0.1681627,0.1681627,-0.44713688
Does the doctor dance and then collect the stupid donuts from row 8?,5,0,,-13.028567,2.1966666e-06,-1.4397057,0.0,-0.0,-1.637999,0.0,-0.0,2.3068035,2.3068035,-8.739608,-1.7043927,0.0,-0.0,2.3985534,2.3985534,-6.506823,2.2233188,2.2233188,-5.911702
Was the worker a fan of the nice bananas dressed in cyan in a characteristic way?,6,0,,-9.359335,8.614996e-05,-1.3754056,0.0,-0.0,-1.2316842,0.0,-0.0,1.2923524,1.2923524,-4.8962355,-1.0645063,0.0,-0.0,1.9188516,1.9188516,-5.2054825,1.7451799,1.7451799,-4.6403527
"Did Jenny visit Switzerland, calling it superb and tried the local honey holding a black bag with five friends in a characteristic way?",2,1,Switzerland,8.627897,0.999821,-0.08858593,0.0,-0.0,0.053914964,0.053914964,-0.17966138,0.46032748,0.46032748,-1.7440071,0.121644676,0.121644676,-0.38771892,0.4664728,0.4664728,-1.2654527,0.63969713,0.63969713,-1.7009252
Was Sophie a fan of the magnificent sausage on a red carpet from Mexico?,6,1,Mexico,7.6901965,0.99954295,-0.11196849,0.0,-0.0,-0.07915932,0.0,-0.0,0.2653476,0.2653476,-1.005302,0.07247138,0.07247138,-0.23098853,0.52179396,0.52179396,-1.4155287,0.34840065,0.34840065,-0.9263813
"Today, the scientist prepares the pleasant stories with five friends though it had not been the plan.",4,0,,-5.8082914,0.0029935676,1.1875312,1.1875312,-4.4099402,1.8321878,1.8321878,-6.105418,-0.59614074,0.0,-0.0,1.6723113,1.6723113,-5.330169,-1.506209,0.0,-0.0,-1.2457159,0.0,-0.0
"Right now, Eli finds the superb shoes wearing a plum jacket at table six covering the heel.",4,0,,0.28040087,0.5696445,1.2003161,1.2003161,-4.4574175,1.3198286,1.3198286,-4.3980784,-0.81884927,0.0,-0.0,1.244818,1.244818,-3.9676168,-0.95618355,0.0,-0.0,-0.8688068,0.0,-0.0
"Why is Emma rotten, and arrive near a plate of chocolate holding a brown bag by chapter four and the hand was steady?",1,0,,-2.8902674,0.052636784,-0.30922246,0.0,-0.0,-0.8353562,0.0,-0.0,1.015352,1.015352,-3.8467855,-0.9213613,0.0,-0.0,1.7369899,1.7369899,-4.712126,1.4683108,1.4683108,-3.9041708
"Does Sam visit the lake, calling it fantastic and tried the local jam holding their legs before the meeting next week?",2,0,,-0.93448365,0.28201598,-0.68956465,0.0,-0.0,-0.44463173,0.0,-0.0,0.61700034,0.61700034,-2.3375814,-0.3183381,0.0,-0.0,0.48065186,0.48065186,-1.3039179,0.4521054,0.4521054,-1.2021275
Does my friend think the salt is brilliant with one leg raised between the morning and evening shift?,3,0,,-8.105456,0.00030179633,-1.270144,0.0,-0.0,-0.83422446,0.0,-0.0,1.3354048,1.3354048,-5.059345,-0.80769277,0.0,-0.0,1.1327989,1.1327989,-3.0730698,1.4830363,1.4830363,-3.943325
Did Pablo pack the sad cookie in Turkmenistan for 3 days?,0,1,Turkmenistan,7.633476,0.99951625,0.19061045,0.19061045,-0.70783883,-0.12145507,0.0,-0.0,0.76334876,0.76334876,-2.8920403,-0.18827,0.0,-0.0,0.547112,0.547112,-1.4842117,0.22550374,0.22550374,-0.59960407
"Anthony was sad, and waited near a stack of photos after two hours.",1,0,,-12.156543,5.2538576e-06,2.4328144,2.4328144,-9.034345,1.8136853,1.8136853,-6.043762,-0.88177395,0.0,-0.0,1.4846561,1.4846561,-4.7320547,-1.2185528,0.0,-0.0,-1.8040509,0.0,-0.0
Did Hannah cook those happy tickets in Montenegro covering the lung?,7,1,Montenegro,7.1041865,0.99917895,0.43112308,0.43112308,-1.6009911,0.521871,0.521871,-1.739036,-0.17950767,0.0,-0.0,0.51883405,0.51883405,-1.6536833,-0.36295104,0.0,-0.0,-0.52218914,0.0,-0.0
Was the visitor a fan of the delighted stamps on day 11?,6,0,,-1.5536743,0.17455621,1.0792874,1.0792874,-4.0079727,1.5052718,1.5052718,-5.0160327,-0.4110735,0.0,-0.0,1.3992138,1.3992138,-4.459724,-1.173962,0.0,-0.0,-0.9387888,0.0,-0.0
"Does the doctor visit the library, calling it painful and bought a few tickets for three days after the morning radio broadcast?",2,0,,-15.769519,1.4170492e-07,2.510668,2.510668,-9.323457,2.5491748,2.5491748,-8.494641,-1.2975792,0.0,-0.0,2.2047305,2.2047305,-7.0271525,-1.9135863,0.0,-0.0,-2.15829,0.0,-0.0
"Does the writer visit Palestine, calling it beautiful and bought a few shoes and the eyebrow was steady?",2,1,Palestine,9.277175,0.9999064,0.38067818,0.38067818,-1.4136622,0.5963577,0.5963577,-1.9872489,-0.10851401,0.0,-0.0,0.47681814,0.47681814,-1.5197657,-0.18225443,0.0,-0.0,-0.330351,0.0,-0.0
"Why was Lily frustrating, and smile near a plate of bread under a amber sky in Madagascar?",1,1,Madagascar,4.346541,0.9872141,-0.3973065,0.0,-0.0,-0.63286906,0.0,-0.0,0.6657852,0.6657852,-2.5224087,-0.53929937,0.0,-0.0,1.3140253,1.3140253,-3.5647027,1.0488925,1.0488925,-2.7889569
Did the scientist prepare the charming biscuit in Ireland?,0,1,Ireland,8.692738,0.99983215,-0.15655565,0.0,-0.0,-0.04080832,0.0,-0.0,0.58882886,0.58882886,-2.2308505,-0.059991777,0.0,-0.0,0.5119586,0.5119586,-1.3888471,0.27992254,0.27992254,-0.74430114
Did Ian bake the wonderful maps and the thumb was steady throughout the unexpected week?,0,0,,-13.400085,1.5150124e-06,1.8770527,1.8770527,-6.9705033,2.144256,2.144256,-7.1453266,-1.6738691,0.0,-0.0,2.0786862,2.0786862,-6.625411,-2.0218215,0.0,-0.0,-2.1168013,0.0,-0.0
"Does the chef visit Greece, calling it outstanding and tried the local cheese with 5 friends and the eyelash was steady?",2,1,Greece,8.469983,0.9997904,-0.24550326,0.0,-0.0,0.087096095,0.087096095,-0.2902312,0.5672234,0.5672234,-2.1489954,-0.03284669,0.0,-0.0,0.4045508,0.4045508,-1.09747,0.68101585,0.68101585,-1.8107897
"On right now, does Pablo order the delightful papers painted amethyst in Colombia?",4,1,Colombia,6.597005,0.9986374,0.50227225,0.50227225,-1.8652062,0.7253084,0.7253084,-2.4169526,-0.12575528,0.0,-0.0,0.78670365,0.78670365,-2.5074658,-0.25104636,0.0,-0.0,-0.11225118,0.0,-0.0
"The cyclist is boring, and laughs near a stack of games beside a white fence covering the lip.",1,0,,-5.3841324,0.0045678588,1.8496515,1.8496515,-6.8687477,1.3043758,1.3043758,-4.346585,-0.9252652,0.0,-0.0,0.9921127,0.9921127,-3.1621675,-0.26667732,0.0,-0.0,-0.9375886,0.0,-0.0
"On this morning, did the driver love the beautiful salt shaking the tongue?",4,0,,-23.076235,9.508643e-11,-2.1567392,0.0,-0.0,-1.5290518,0.0,-0.0,1.6147276,1.6147276,-6.117594,-1.3454635,0.0,-0.0,1.7324079,1.7324079,-4.699696,2.0451255,2.0451255,-5.4378943
"The traveler visited the city, calling it harsh and bought a few coins and the ears was steady in a characteristic way.",2,0,,-9.342944,8.7573535e-05,2.0667808,2.0667808,-7.6750655,2.1159348,2.1159348,-7.0509515,-1.4356852,0.0,-0.0,1.8113682,1.8113682,-5.7733865,-1.4586521,0.0,-0.0,-1.7883414,0.0,-0.0
Was James a fan of the dismal hats holding a cyan bag from Haiti in a characteristic way?,6,1,Haiti,6.911291,0.99900454,0.88556695,0.88556695,-3.288585,0.57734406,0.57734406,-1.9238895,-0.42745543,0.0,-0.0,0.58985037,0.58985037,-1.8800341,0.12479979,0.12479979,-0.3385583,-0.32259616,0.0,-0.0
"Yesterday, Eli ate the wretched chicken in Switzerland resting a elbow before the meeting next week.",4,1,Switzerland,11.622012,0.99999106,0.17834942,0.17834942,-0.662307,-0.027745187,0.0,-0.0,0.234845,0.234845,-0.8897391,-0.14074355,0.0,-0.0,0.5014625,0.5014625,-1.3603733,0.23442489,0.23442489,-0.623325
The worker smiles and then sells the gloomy tomato with a indigo cover at mile 18.,5,0,,-5.9308376,0.002649219,-0.6872422,0.0,-0.0,-1.0258454,0.0,-0.0,1.8037857,1.8037857,-6.8338633,-1.2582812,0.0,-0.0,2.1728792,2.1728792,-5.894612,2.0472705,2.0472705,-5.443598
"On this morning, did the visitor serve the marvelous tickets beside a green fence with one toes raised even after everyone went home?",4,0,,-12.275231,4.665871e-06,1.6520597,1.6520597,-6.1349835,2.342969,2.342969,-7.8074994,-1.3208473,0.0,-0.0,2.223564,2.223564,-7.0871806,-2.0161557,0.0,-0.0,-1.5868802,0.0,-0.0
"Alice visited the lake, calling it delightful and bought a few clothes by the yellow door.",2,0,,-16.17983,9.40132e-08,1.1220461,1.1220461,-4.166759,1.8254107,1.8254107,-6.0828347,-1.3094397,0.0,-0.0,1.9724061,1.9724061,-6.2866635,-1.6880337,0.0,-0.0,-1.3803061,0.0,-0.0
The writer was a fan of the pleasant tickets beside a indigo fence from Singapore for thirty dollars.,6,1,Singapore,7.5635495,0.99948126,0.43830442,0.43830442,-1.6276593,0.85130274,0.85130274,-2.8368049,0.13014574,0.13014574,-0.4930731,0.7266653,0.7266653,-2.3161054,0.10119459,0.10119459,-0.27452186,0.4956078,0.4956078,-1.3177983
Maya rested and then cooked the miserable donuts painted peach resting a back.,5,0,,-13.111781,2.0212726e-06,-1.3231387,0.0,-0.0,-1.7601925,0.0,-0.0,1.4480847,1.4480847,-5.4862466,-1.7513592,0.0,-0.0,2.6991343,2.6991343,-7.3222427,2.384192,2.384192,-6.3394566
"On yesterday, did the teacher order the harsh maps on a ruby carpet throughout the unexpected week?",4,0,,-11.46547,1.0485882e-05,2.1880667,2.1880667,-8.125465,1.626017,1.626017,-5.418393,-0.8948636,0.0,-0.0,1.331697,1.331697,-4.244527,-0.60594845,0.0,-0.0,-1.3160969,0.0,-0.0
Did the carpenter bake those pleasant sandwich in Panama even after everyone went home?,7,1,Panama,7.631727,0.9995154,-0.24264959,0.0,-0.0,-0.17621702,0.0,-0.0,0.75995386,0.75995386,-2.8791783,-0.17283818,0.0,-0.0,0.5696373,0.5696373,-1.5453186,0.39748454,0.39748454,-1.0568931
"Does my friend visit the library, calling it awful and bought a few papers on a emerald carpet in 2024 between the morning and evening shift?",2,0,,-8.262046,0.00025806375,2.123773,2.123773,-7.8867083,1.9324678,1.9324678,-6.4395823,-0.82634073,0.0,-0.0,1.6284266,1.6284266,-5.190295,-0.90418494,0.0,-0.0,-1.0650313,0.0,-0.0
"Matt visits Venezuela, calling it disappointing and bought a few tickets with five friends and the foot was steady.",2,1,Venezuela,10.330966,0.99996734,0.77978057,0.77978057,-2.8957434,0.57062113,0.57062113,-1.9014866,-0.011420801,0.0,-0.0,0.37319446,0.37319446,-1.1894853,-0.12894458,0.0,-0.0,-0.4041505,0.0,-0.0
Does the writer serve the cheerful tickets after two hours resting a eye?,0,0,,-14.197984,6.8217173e-07,1.9951721,1.9951721,-7.409144,2.5189147,2.5189147,-8.3938055,-1.4079025,0.0,-0.0,2.2970572,2.2970572,-7.321426,-2.2114034,0.0,-0.0,-1.9705874,0.0,-0.0
Was Dave a fan of the kind onion and the eyes was steady?,6,0,,1.5722688,0.8281068,-0.46922857,0.0,-0.0,-0.4581652,0.0,-0.0,0.31788945,0.31788945,-1.2043632,-0.34741583,0.0,-0.0,0.6725993,0.6725993,-1.8246351,0.3886178,0.3886178,-1.0333169
"Why was Emily superb, and run near a plate of chocolate in Algeria in twenty minutes covering the neck?",1,1,Algeria,10.764164,0.9999789,0.0329497,0.0329497,-0.12235991,-0.02657342,0.0,-0.0,0.3628313,0.3628313,-1.3746308,-0.043783545,0.0,-0.0,0.4396559,0.4396559,-1.1927036,0.4135115,0.4135115,-1.099508
Tom ran and then hated the painful milk by the peach door in Vietnam and the eyebrow was steady in a characteristic way.,5,1,Vietnam,-6.1365795,0.0021576416,-0.2826035,0.0,-0.0,-0.9783213,0.0,-0.0,0.76239413,0.76239413,-2.8884237,-1.1183556,0.0,-0.0,1.9963093,1.9963093,-5.415611,1.4034091,1.4034091,-3.7316003
Does the librarian laugh and then eat the beautiful games on day 11 and the nose was steady though it had not been the plan?,5,0,,-6.8220453,0.0010883046,1.410259,1.410259,-5.237048,1.8627433,1.8627433,-6.207238,-1.0609071,0.0,-0.0,1.7354476,1.7354476,-5.531404,-1.5723494,0.0,-0.0,-1.3983346,0.0,-0.0
Did the chef serve those miserable papers dressed in ruby in Somalia across seven cities covering the tongue while the children played outside?,7,1,Somalia,9.446233,0.99992096,0.6135256,0.6135256,-2.2783496,0.7514976,0.7514976,-2.504223,-0.0909217,0.0,-0.0,0.6381182,0.6381182,-2.0338786,0.06747761,0.06747761,-0.18305404,0.20132554,0.20132554,-0.53531533
"On this morning, did Mark prepare the pathetic papers under a green sky in Japan across seven cities holding their eyes?",4,1,Japan,-1.3761278,0.20163159,1.570585,1.570585,-5.832424,1.3398131,1.3398131,-4.464673,-0.95005023,0.0,-0.0,1.24965,1.24965,-3.9830182,-0.87701476,0.0,-0.0,-1.1666002,0.0,-0.0
"Does Ryan visit Namibia, calling it great and bought a few tickets in 2024 with one kidney raised while the children played outside?",2,1,Namibia,7.376496,0.99937457,0.5431923,0.5431923,-2.0171645,0.72488654,0.72488654,-2.415547,-0.004813418,0.0,-0.0,0.66689426,0.66689426,-2.1255968,-0.5187206,0.0,-0.0,-0.39491528,0.0,-0.0
The teacher makes those miserable songs in twenty minutes and the knee was steady between the morning and evening shift.,7,0,,-7.936078,0.0003574784,2.1546116,2.1546116,-8.001228,1.8829767,1.8829767,-6.2746625,-0.7267895,0.0,-0.0,1.3815353,1.3815353,-4.403377,-1.0357698,0.0,-0.0,-1.236115,0.0,-0.0
Is Eli a fan of the terrible stories?,6,0,,-13.048806,2.1526555e-06,2.2737055,2.2737055,-8.443488,1.9012626,1.9012626,-6.335597,-1.1808598,0.0,-0.0,1.7081954,1.7081954,-5.444543,-1.5463699,0.0,-0.0,-2.216174,0.0,-0.0
Did the worker order the marvelous games with a red cover in Ghana with 9 spare parts shaking the toe?,0,1,Ghana,8.316585,0.9997557,0.59929264,0.59929264,-2.2254949,0.9328108,0.9328108,-3.108415,-0.2694225,0.0,-0.0,0.7991919,0.7991919,-2.5472698,-0.1477828,0.0,-0.0,0.18874991,0.18874991,-0.5018773
Was the librarian a fan of the disappointing cracker with a lavender cover from France in apartment 21 with one hips raised?,6,1,France,4.751458,0.9914349,-0.5026988,0.0,-0.0,-0.36740193,0.0,-0.0,1.1454701,1.1454701,-4.339754,-0.45617098,0.0,-0.0,1.162465,1.162465,-3.1535482,1.2956132,1.2956132,-3.4449756
The teacher cooks those disappointing tools in Pakistan throughout the unexpected week.,7,1,Pakistan,8.402331,0.9997757,0.6297457,0.6297457,-2.3385835,0.5820224,0.5820224,-1.9394792,0.20633736,0.20633736,-0.7817344,0.33423918,0.33423918,-1.0653229,0.046664357,0.046664357,-0.12659161,-0.38357753,0.0,-0.0
"Why was the student stupid, and rest near a plate of cheese in China between the morning and evening shift?",1,1,China,8.245205,0.99973756,-0.09548434,0.0,-0.0,-0.15443873,0.0,-0.0,0.7190039,0.7190039,-2.7240345,-0.23546228,0.0,-0.0,0.7596678,0.7596678,-2.0608356,0.4453922,0.4453922,-1.1842773
Eric thinks the cereal is stupid with a cyan cover in Singapore after 2 hours.,3,1,Singapore,11.027533,0.9999838,0.1505674,0.1505674,-0.55913746,0.02362752,0.02362752,-0.07873423,0.5183784,0.5183784,-1.96394,-0.03569609,0.0,-0.0,0.73703575,0.73703575,-1.999439,0.7050568,0.7050568,-1.8747135
"On this morning, did Daniel cook the outstanding ice holding a cyan bag and the hips was steady?",4,0,,-7.389366,0.000617406,-1.0457029,0.0,-0.0,-0.70424646,0.0,-0.0,0.54658914,0.54658914,-2.0708199,-0.4948895,0.0,-0.0,1.0104786,1.0104786,-2.7412379,1.1363533,1.1363533,-3.0215108
"On right now, does Noah pack the happy boxes under a tan sky with one chance shaking the shoulders in a characteristic way?",4,0,,-18.677193,7.737458e-09,1.9708148,1.9708148,-7.318692,2.5473423,2.5473423,-8.488535,-2.1161208,0.0,-0.0,2.538445,2.538445,-8.090803,-2.3302593,0.0,-0.0,-1.9075816,0.0,-0.0
Did the teacher eat those gloomy fries in Kyrgyzstan for thirty dollars before the meeting next week?,7,1,Kyrgyzstan,8.184065,0.999721,0.0910368,0.0910368,-0.33806846,0.074950814,0.074950814,-0.24975936,0.8815952,0.8815952,-3.3400314,-0.05650723,0.0,-0.0,0.58266735,0.58266735,-1.5806667,0.52568185,0.52568185,-1.3977638
The student thinks the magazines is marvelous by chapter four while the children played outside.,3,0,,-15.0016575,3.0539562e-07,1.7653539,1.7653539,-6.555706,2.5448194,2.5448194,-8.480127,-1.2194463,0.0,-0.0,2.4074605,2.4074605,-7.673315,-2.3319774,0.0,-0.0,-1.8204068,0.0,-0.0
Did the librarian think the songs was lame under a beige sky in Latvia and the shoulders was steady?,3,1,Latvia,7.1569386,0.9992212,0.7620566,0.7620566,-2.8299248,0.6612023,0.6612023,-2.2033312,-0.28003308,0.0,-0.0,0.48923105,0.48923105,-1.5593295,0.25463566,0.25463566,-0.69077855,-0.05402857,0.0,-0.0
"The painter visited the city, calling it great and bought a few letters beside a emerald fence.",2,0,,-9.912793,4.9534425e-05,1.2141366,1.2141366,-4.5087404,1.9288248,1.9288248,-6.4274426,-1.2554525,0.0,-0.0,1.9054029,1.9054029,-6.073104,-1.3755047,0.0,-0.0,-1.1301136,0.0,-0.0
"This morning, the worker found the delightful garlic in Pakistan and the hip was steady throughout the unexpected week.",4,1,Pakistan,10.076493,0.9999579,-0.1553074,0.0,-0.0,0.047391713,0.047391713,-0.15792389,0.37624347,0.37624347,-1.4254445,-0.095451295,0.0,-0.0,0.51773125,0.51773125,-1.4045073,0.43328393,0.43328393,-1.152082
"Did the librarian visit Oman, calling it dreadful and bought a few letters by the plum door after 2 hours and the waist was steady?",2,1,Oman,9.482818,0.9999238,0.7139323,0.7139323,-2.6512134,0.7164743,0.7164743,-2.3875146,0.06475686,0.06475686,-0.24533932,0.53289324,0.53289324,-1.6984943,-0.03171283,0.0,-0.0,-0.05630958,0.0,-0.0
Does the engineer collect the wonderful cereal under a mauve sky in Peru during the long quiet afternoon?,0,1,Peru,4.8445745,0.99219054,-0.42889386,0.0,-0.0,-0.04921764,0.0,-0.0,0.46561456,0.46561456,-1.7640378,0.043015838,0.043015838,-0.13710468,0.61807626,0.61807626,-1.6767244,0.64515007,0.64515007,-1.7154243
"The photographer visited the library, calling it fabulous and tried the local pear painted cyan for 3 days.",2,0,,-16.7815,5.1509485e-08,-1.872331,0.0,-0.0,-1.3532586,0.0,-0.0,1.968456,1.968456,-7.457737,-1.2412286,0.0,-0.0,1.9369415,1.9369415,-5.254557,2.522124,2.522124,-6.7062116
Peter found those terrible papers by the azure door in 12 minutes shaking the shoulder.,7,0,,-3.2604485,0.036953244,1.8858954,1.8858954,-7.0033407,1.3940133,1.3940133,-4.6452847,-0.75737166,0.0,-0.0,1.0689952,1.0689952,-3.4072158,-0.65167177,0.0,-0.0,-0.95057565,0.0,-0.0
Kate rested and then ordered the wretched shoes painted black at mile 18 covering the teeth even after everyone went home.,5,0,,-8.403849,0.0002239534,2.2874966,2.2874966,-8.494701,1.95039,1.95039,-6.4993043,-1.3995018,0.0,-0.0,1.6487169,1.6487169,-5.2549667,-1.2310758,0.0,-0.0,-1.5014665,0.0,-0.0
"The engineer is terrible, and waits near a stack of tools by the gray door after two hours.",1,0,,-5.606477,0.003660542,2.1060066,2.1060066,-7.820732,2.0097194,2.0097194,-6.697008,-0.9116645,0.0,-0.0,1.7108943,1.7108943,-5.4531455,-1.0369486,0.0,-0.0,-1.0673211,0.0,-0.0
"The visitor visited the lake, calling it delightful and bought a few tools beside a ruby fence in twenty minutes shaking the stomach.",2,0,,-0.03187442,0.4920321,0.61555356,0.61555356,-2.2858806,1.1248715,1.1248715,-3.7484207,-0.6415095,0.0,-0.0,1.0598967,1.0598967,-3.378216,-0.7253138,0.0,-0.0,-0.36789423,0.0,-0.0
The driver thought the books was great with a scarlet cover across seven cities holding their hands.,3,0,,-13.851948,9.642176e-07,1.6294127,1.6294127,-6.050883,2.3669639,2.3669639,-7.887458,-1.606369,0.0,-0.0,2.2674868,2.2674868,-7.227176,-1.966055,0.0,-0.0,-1.5026962,0.0,-0.0
The musician works and then sells the gloomy clothes in Panama after the morning radio broadcast.,5,1,Panama,9.887343,0.9999492,0.53069496,0.53069496,-1.970755,0.4942019,0.4942019,-1.646834,0.15506351,0.15506351,-0.58747715,0.30567247,0.30567247,-0.97427195,0.14538386,0.14538386,-0.39439902,-0.22337441,0.0,-0.0
"Right now, Maria packs the horrible cracker wearing a orange jacket in Vietnam covering the throat.",4,1,Vietnam,3.3857064,0.96725476,-0.036320888,0.0,-0.0,-0.5137638,0.0,-0.0,0.65101016,0.65101016,-2.4664319,-0.65055674,0.0,-0.0,1.3141531,1.3141531,-3.5650496,0.8856263,0.8856263,-2.3548396
Did Peter make those harsh coins on a turquoise carpet in Albania from row eight?,7,1,Albania,8.207604,0.9997274,0.737885,0.737885,-2.7401626,0.7638068,0.7638068,-2.5452414,-0.22398618,0.0,-0.0,0.79902345,0.79902345,-2.546733,-0.058490932,0.0,-0.0,0.11184618,0.11184618,-0.29739383
"This morning, the student sold the incredible tea dressed in peach in Portugal covering the shoulders between the morning and evening shift.",4,1,Portugal,9.028515,0.9998801,-0.12570073,0.0,-0.0,0.19732594,0.19732594,-0.6575513,0.17223017,0.17223017,-0.6525151,0.116867006,0.116867006,-0.372491,0.66713226,0.66713226,-1.8098041,0.9600545,0.9600545,-2.5527408
The traveler thought the shoes was horrible.,3,0,,-13.333703,1.6189955e-06,2.4037495,2.4037495,-8.926411,2.3097086,2.3097086,-7.6966653,-1.328628,0.0,-0.0,1.9692543,1.9692543,-6.2766175,-1.594859,0.0,-0.0,-2.113131,0.0,-0.0
"This morning, Sarah served the kind tools in Colombia covering the chest in a characteristic way.",4,1,Colombia,6.4522867,0.9984256,0.7707297,0.7707297,-2.8621328,0.7098577,0.7098577,-2.365466,-0.50886554,0.0,-0.0,0.61341995,0.61341995,-1.9551576,-0.37977844,0.0,-0.0,-0.7565209,0.0,-0.0
Michael cooks the marvelous bananas in Zimbabwe.,0,1,Zimbabwe,8.481194,0.99979275,-0.12130737,0.0,-0.0,-0.11113191,0.0,-0.0,0.5317348,0.5317348,-2.0145426,-0.091382176,0.0,-0.0,0.43757766,0.43757766,-1.1870657,0.26540995,0.26540995,-0.7057128
"Why is Kate superb, and work near a stack of games with a brown cover on day 11?",1,0,,-12.211469,4.973068e-06,1.7450707,1.7450707,-6.4803834,2.192121,2.192121,-7.304827,-1.4534701,0.0,-0.0,2.287793,2.287793,-7.2918983,-1.7662932,0.0,-0.0,-1.3494867,0.0,-0.0
Is the volunteer a fan of the wonderful cheese for 3 days?,6,0,,-13.564165,1.2857527e-06,-1.7891611,0.0,-0.0,-1.4424267,0.0,-0.0,2.36931,2.36931,-8.976421,-1.3994923,0.0,-0.0,1.8841118,1.8841118,-5.11124,2.2028675,2.2028675,-5.857323
"Right now, Tony finds the wretched potato painted indigo holding their arm.",4,0,,-15.862733,1.2909295e-07,-1.0592691,0.0,-0.0,-1.753848,0.0,-0.0,1.3448938,1.3448938,-5.095295,-1.8078141,0.0,-0.0,2.9011436,2.9011436,-7.8702555,2.4452188,2.4452188,-6.5017242
"Nathan was nice, and travelled near a plate of tea with a silver cover at table six.",1,0,,-0.37983048,0.4061678,-0.6556199,0.0,-0.0,-0.41446668,0.0,-0.0,0.86928064,0.86928064,-3.2933762,-0.3052975,0.0,-0.0,0.9025838,0.9025838,-2.4485397,1.3238388,1.3238388,-3.5200264
Was Ian a fan of the sad juice from Mali by chapter 4?,6,1,Mali,7.9352036,0.99964225,0.15608282,0.15608282,-0.5796192,-0.18353033,0.0,-0.0,0.75587654,0.75587654,-2.863731,-0.24406439,0.0,-0.0,0.58367234,0.58367234,-1.583393,0.30082858,0.30082858,-0.7998893
The librarian thinks the hats is harsh with a brown cover in Kuwait from row 8.,3,1,Kuwait,8.927971,0.9998673,0.78547466,0.78547466,-2.9168887,0.75931287,0.75931287,-2.530266,0.16912268,0.16912268,-0.640742,0.49391,0.49391,-1.5742428,0.29683182,0.29683182,-0.80524874,0.3495823,0.3495823,-0.9295233
"Why was the student superb, and wait near a plate of ginger painted green?",1,0,,-11.350864,1.1759182e-05,-1.476854,0.0,-0.0,-0.996278,0.0,-0.0,1.1281586,1.1281586,-4.274167,-0.7647024,0.0,-0.0,1.7205485,1.7205485,-4.667524,2.0353432,2.0353432,-5.411884
Did the chef travel and then order the splendid games wearing a amber jacket in Latvia holding their feet with a sense of curiosity?,5,1,Latvia,7.9576674,0.9996501,0.37230408,0.37230408,-1.3825647,0.65033317,0.65033317,-2.1671119,-0.43141454,0.0,-0.0,0.655593,0.655593,-2.089576,0.025261164,0.025261164,-0.06852877,0.018529147,0.018529147,-0.04926815
"Why was Helen cheerful, and run near a stack of letters painted gold and the arms was steady with a sense of curiosity?",1,0,,-11.697093,8.317895e-06,1.5851914,1.5851914,-5.886666,1.9268192,1.9268192,-6.420759,-1.6019385,0.0,-0.0,1.9461164,1.9461164,-6.2028704,-1.7870911,0.0,-0.0,-1.7146357,0.0,-0.0
Carol walks and then buys the fantastic honey with a brown cover in Ukraine for thirty dollars resting a tooth.,5,1,Ukraine,7.7903576,0.9995865,-0.0871737,0.0,-0.0,0.021763623,0.021763623,-0.07252314,0.2606824,0.2606824,-0.98762727,-0.033379912,0.0,-0.0,0.6308017,0.6308017,-1.711246,0.9367224,0.9367224,-2.4907017
